id_denuncia,timestamp,fecha_hecho,tipo_denunciante,departamento,ciudad_localidad,referencia_lugar,url_mapa,latitud,longitud,categoria_codigo,categoria_label,subcategoria,motivo_original,descripcion_libre,recurrencia,urgencia,denuncia_previa,organismo_previo,adjunto_url,via_ingreso,fuente,año,mes,trimestre,semana_año,dia_semana,hora,mes_nombre
URY-2023-0617,2023-06-17,2023-06-17,,Colonia,,,,-34.397,-58.1913,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,6,2,24,5,0,Jun
URY-2023-0616,2023-06-17,2023-06-17,,San José,,,,-34.1752,-56.8513,CAT_03,Contaminación del aire,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros","Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",,,,,,,Web,historico_2023,2023,6,2,24,5,0,Jun
URY-2023-0621,2023-06-19,2023-06-19,,Canelones,,,,-34.6653,-56.3511,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,6,2,25,0,0,Jun
URY-2023-0622,2023-06-19,2023-06-19,,Canelones,,,,-34.6649,-56.2952,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,6,2,25,0,0,Jun
URY-2023-0623,2023-06-19,2023-06-19,,Montevideo,,,,-34.8847,-56.2059,CAT_04,Contaminación del agua,"Vertidos de efluentes de locales comerciales, residencias","Vertidos de efluentes de locales comerciales, residencias",,,,,,,Web,historico_2023,2023,6,2,25,0,0,Jun
URY-2023-0624,2023-06-19,2023-06-19,,Montevideo,,,,-34.6488,-56.2679,CAT_05,Residuos y basura,Ruidos de industrias,Ruidos de industrias,,,,,,,Web,historico_2023,2023,6,2,25,0,0,Jun
URY-2023-0626,2023-06-20,2023-06-20,,Maldonado,,,,-34.8991,-54.7825,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Teléfono,historico_2023,2023,6,2,25,1,0,Jun
URY-2023-0627,2023-06-20,2023-06-20,,San José,,,,-34.1703,-56.773,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,6,2,25,1,0,Jun
URY-2023-0630,2023-06-22,2023-06-22,,Maldonado,,,,-34.6306,-54.8892,CAT_06,Flora y vegetación,Afectación de humedales y/o áreas de interés ecosistémico,Afectación de humedales y/o áreas de interés ecosistémico,,,,,,,Web,historico_2023,2023,6,2,25,3,0,Jun
URY-2023-0634,2023-06-23,2023-06-23,,Canelones,,,,-34.1957,-56.318,CAT_04,Contaminación del agua,Extracción de minerales en alvéo de curso de agua,Extracción de minerales en alvéo de curso de agua,,,,,,,Web,historico_2023,2023,6,2,25,4,0,Jun
URY-2023-0629,2023-06-23,2023-06-23,,Maldonado,,,,-34.991,-54.8676,CAT_04,Contaminación del agua,Contaminación por agroquímicos,Contaminación por agroquímicos,,,,,,,Web,historico_2023,2023,6,2,25,4,0,Jun
URY-2023-0628,2023-06-23,2023-06-23,,Cerro Largo,,,,-32.2867,-54.1168,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,6,2,25,4,0,Jun
URY-2023-0632,2023-06-24,2023-06-24,,San José,,,,-34.5591,-56.641,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,6,2,25,5,0,Jun
URY-2023-0633,2023-06-24,2023-06-24,,Paysandú,,,,-32.4725,-58.1685,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,6,2,25,5,0,Jun
URY-2023-0631,2023-06-25,2023-06-25,,Treinta y Tres,,,,-33.145,-54.2792,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,Web,historico_2023,2023,6,2,25,6,0,Jun
URY-2023-0643,2023-06-26,2023-06-26,,Maldonado,,,,-35.0386,-54.9195,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0642,2023-06-26,2023-06-26,,Canelones,,,,-34.549,-56.2217,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0641,2023-06-26,2023-06-26,,Maldonado,,,,-34.6436,-55.0876,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0640,2023-06-26,2023-06-26,,Maldonado,,,,-35.0009,-54.8023,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0639,2023-06-26,2023-06-26,,Canelones,,,,-34.5795,-56.049,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0638,2023-06-26,2023-06-26,,Montevideo,,,,-35.1342,-56.0784,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0637,2023-06-26,2023-06-26,,Montevideo,,,,-34.7126,-56.1536,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0636,2023-06-26,2023-06-26,,Florida,,,,-34.2422,-56.2771,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0635,2023-06-26,2023-06-26,,San José,,,,-34.451,-56.5371,CAT_04,Contaminación del agua,Vertidos de efluentes industriales,Vertidos de efluentes industriales,,,,,,,Teléfono,historico_2023,2023,6,2,26,0,0,Jun
URY-2023-0644,2023-06-27,2023-06-27,,Maldonado,,,,-34.9437,-54.9968,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,6,2,26,1,0,Jun
URY-2023-0645,2023-06-27,2023-06-27,,San José,,,,-34.3327,-56.6993,CAT_01,Fauna silvestre,Tala de Monte Nativo y/o otras especies autóctonas,Tala de Monte Nativo y/o otras especies autóctonas,,,,,,,Web,historico_2023,2023,6,2,26,1,0,Jun
URY-2023-0646,2023-06-27,2023-06-27,,Montevideo,,,,-34.8754,-56.2498,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,6,2,26,1,0,Jun
URY-2023-0650,2023-06-28,2023-06-28,,Montevideo,,,,-35.0096,-56.202,CAT_05,Residuos y basura,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,,,,,,,Web,historico_2023,2023,6,2,26,2,0,Jun
URY-2023-0649,2023-06-28,2023-06-28,,Canelones,,,,-34.4714,-56.5522,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,2,0,Jun
URY-2023-0647,2023-06-28,2023-06-28,,Maldonado,,,,-34.9933,-54.9778,CAT_02,Costa y faja costera,"Extracción de minerales en canteras, faja defensa de costas, área fiscal","Extracción de minerales en canteras, faja defensa de costas, área fiscal",,,,,,,Web,historico_2023,2023,6,2,26,2,0,Jun
URY-2023-0648,2023-06-28,2023-06-28,,Maldonado,,,,-34.9167,-55.0258,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,2,0,Jun
URY-2023-0651,2023-06-29,2023-06-29,,Canelones,,,,-34.6484,-56.0356,CAT_03,Contaminación del aire,Emisiones de chimenea y polvo (material particulado) de industrias,Emisiones de chimenea y polvo (material particulado) de industrias,,,,,,,Web,historico_2023,2023,6,2,26,3,0,Jun
URY-2023-0652,2023-06-29,2023-06-29,,Canelones,,,,-34.5172,-56.2535,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,6,2,26,3,0,Jun
URY-2023-0653,2023-06-29,2023-06-29,,Maldonado,,,,-34.9825,-54.9624,CAT_01,Fauna silvestre,Tala de Monte Nativo y/o otras especies autóctonas,Tala de Monte Nativo y/o otras especies autóctonas,,,,,,,Web,historico_2023,2023,6,2,26,3,0,Jun
URY-2023-0654,2023-06-29,2023-06-29,,Canelones,,,,-34.7023,-56.3055,CAT_02,Costa y faja costera,"Extracción de minerales en canteras, faja defensa de costas, área fiscal","Extracción de minerales en canteras, faja defensa de costas, área fiscal",,,,,,,Personal,historico_2023,2023,6,2,26,3,0,Jun
URY-2023-0655,2023-06-29,2023-06-29,,Canelones,,,,-34.6606,-56.3216,CAT_04,Contaminación del agua,"Vertidos de efluentes de locales comerciales, residencias","Vertidos de efluentes de locales comerciales, residencias",,,,,,,Web,historico_2023,2023,6,2,26,3,0,Jun
URY-2023-0656,2023-06-29,2023-06-29,,Montevideo,,,,-35.284,-56.3292,CAT_05,Residuos y basura,"Residuos industriales, especiales y otros","Residuos industriales, especiales y otros",,,,,,,Web,historico_2023,2023,6,2,26,3,0,Jun
URY-2023-0657,2023-06-29,2023-06-29,,Lavalleja,,,,-34.1604,-55.1154,CAT_03,Contaminación del aire,Emisiones de chimenea y polvo (material particulado) de industrias,Emisiones de chimenea y polvo (material particulado) de industrias,,,,,,,Web,historico_2023,2023,6,2,26,3,0,Jun
URY-2023-0662,2023-06-30,2023-06-30,,Rocha,,,,-34.5348,-54.0441,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,4,0,Jun
URY-2023-0661,2023-06-30,2023-06-30,,Rocha,,,,-34.4703,-53.9659,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,4,0,Jun
URY-2023-0658,2023-06-30,2023-06-30,,Canelones,,,,-34.3221,-56.0718,CAT_03,Contaminación del aire,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros","Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",,,,,,,Web,historico_2023,2023,6,2,26,4,0,Jun
URY-2023-0659,2023-06-30,2023-06-30,,Maldonado,,,,-34.8091,-55.0279,CAT_06,Flora y vegetación,Afectación de humedales y/o áreas de interés ecosistémico,Afectación de humedales y/o áreas de interés ecosistémico,,,,,,,Correo electrónico,historico_2023,2023,6,2,26,4,0,Jun
URY-2023-0660,2023-06-30,2023-06-30,,Rocha,,,,-34.6356,-54.168,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,6,2,26,4,0,Jun
URY-2023-0663,2023-07-01,2023-07-01,,Tacuarembó,,,,-31.7335,-55.7896,CAT_06,Flora y vegetación,Afectación de humedales y/o áreas de interés ecosistémico,Afectación de humedales y/o áreas de interés ecosistémico,,,,,,,Web,historico_2023,2023,7,3,26,5,0,Jul
URY-2023-0664,2023-07-01,2023-07-01,,Maldonado,,,,-34.6555,-55.1134,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,7,3,26,5,0,Jul
URY-2023-0665,2023-07-01,2023-07-01,,Maldonado,,,,-34.9827,-55.1149,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,7,3,26,5,0,Jul
URY-2023-0666,2023-07-01,2023-07-01,,Salto,,,,-31.5745,-57.8699,CAT_03,Contaminación del aire,Emisiones de chimenea y polvo (material particulado) de industrias,Emisiones de chimenea y polvo (material particulado) de industrias,,,,,,,Web,historico_2023,2023,7,3,26,5,0,Jul
URY-2023-0667,2023-07-02,2023-07-02,,Rocha,,,,-34.5095,-54.3321,CAT_01,Fauna silvestre,Tala de Monte Nativo y/o otras especies autóctonas,Tala de Monte Nativo y/o otras especies autóctonas,,,,,,,Web,historico_2023,2023,7,3,26,6,0,Jul
URY-2023-0668,2023-07-02,2023-07-02,,Maldonado,,,,-34.8266,-55.2386,CAT_04,Contaminación del agua,Vertidos de efluentes industriales,Vertidos de efluentes industriales,,,,,,,Web,historico_2023,2023,7,3,26,6,0,Jul
URY-2023-0669,2023-07-03,2023-07-03,,Montevideo,,,,-34.707,-56.2124,CAT_03,Contaminación del aire,Emisiones de chimenea y polvo (material particulado) de industrias,Emisiones de chimenea y polvo (material particulado) de industrias,,,,,,,Web,historico_2023,2023,7,3,27,0,0,Jul
URY-2023-0670,2023-07-03,2023-07-03,,Maldonado,,,,-34.8301,-54.8669,CAT_01,Fauna silvestre,Tala de Monte Nativo y/o otras especies autóctonas,Tala de Monte Nativo y/o otras especies autóctonas,,,,,,,Web,historico_2023,2023,7,3,27,0,0,Jul
URY-2023-0674,2023-07-04,2023-07-04,,San José,,,,-34.3179,-56.7642,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,Web,historico_2023,2023,7,3,27,1,0,Jul
URY-2023-0673,2023-07-04,2023-07-04,,Canelones,,,,-34.4899,-56.4351,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,27,1,0,Jul
URY-2023-0671,2023-07-04,2023-07-04,,Colonia,,,,-34.2544,-57.8557,CAT_02,Costa y faja costera,Construcciones irregulares en faja de defensa de costas,Construcciones irregulares en faja de defensa de costas,,,,,,,Web,historico_2023,2023,7,3,27,1,0,Jul
URY-2023-0764,2023-07-04,2023-07-04,,San José,,,,-33.8725,-56.6612,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,Web,historico_2023,2023,7,3,27,1,0,Jul
URY-2023-0763,2023-07-04,2023-07-04,,Canelones,,,,-34.4568,-56.212,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,27,1,0,Jul
URY-2023-0672,2023-07-04,2023-07-04,,Canelones,,,,-34.8385,-56.2714,CAT_04,Contaminación del agua,Vertido de barométricas,Vertido de barométricas,,,,,,,Web,historico_2023,2023,7,3,27,1,0,Jul
URY-2023-0765,2023-07-05,2023-07-05,,Canelones,,,,-34.7153,-56.3094,CAT_05,Residuos y basura,"Residuos industriales, especiales y otros","Residuos industriales, especiales y otros",,,,,,,Reguladora de trámite,historico_2023,2023,7,3,27,2,0,Jul
URY-2023-0675,2023-07-06,2023-07-06,,Soriano,,,,-33.6514,-57.9393,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,27,3,0,Jul
URY-2023-0676,2023-07-06,2023-07-06,,Maldonado,,,,-34.9946,-55.021,CAT_01,Fauna silvestre,Tala de Monte Nativo y/o otras especies autóctonas,Tala de Monte Nativo y/o otras especies autóctonas,,,,,,,Web,historico_2023,2023,7,3,27,3,0,Jul
URY-2023-0677,2023-07-06,2023-07-06,,Colonia,,,,-34.5294,-57.6547,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,27,3,0,Jul
URY-2023-0678,2023-07-06,2023-07-06,,Rocha,,,,-34.4861,-54.3281,CAT_09,Otro problema ambiental,Otras actividades irregulares en faja de defensa de costas,Otras actividades irregulares en faja de defensa de costas,,,,,,,Web,historico_2023,2023,7,3,27,3,0,Jul
URY-2023-0679,2023-07-07,2023-07-07,,Cerro Largo,,,,-32.4361,-54.1106,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,27,4,0,Jul
URY-2023-0680,2023-07-07,2023-07-07,,Canelones,,,,-34.3176,-56.1828,CAT_02,Costa y faja costera,"Extracción de minerales en canteras, faja defensa de costas, área fiscal","Extracción de minerales en canteras, faja defensa de costas, área fiscal",,,,,,,Web,historico_2023,2023,7,3,27,4,0,Jul
URY-2023-0682,2023-07-07,2023-07-07,,Maldonado,,,,-35.117,-55.0914,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,7,3,27,4,0,Jul
URY-2023-0683,2023-07-08,2023-07-08,,Montevideo,,,,-34.9307,-56.2689,CAT_04,Contaminación del agua,"Vertidos de efluentes de locales comerciales, residencias","Vertidos de efluentes de locales comerciales, residencias",,,,,,,Web,historico_2023,2023,7,3,27,5,0,Jul
URY-2023-0684,2023-07-08,2023-07-08,,Canelones,,,,-34.6797,-56.5608,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,7,3,27,5,0,Jul
URY-2023-0685,2023-07-08,2023-07-08,,Montevideo,,,,-35.102,-56.1985,CAT_03,Contaminación del aire,"Emisiones de chimenea hoteles, residencias, comercios","Emisiones de chimenea hoteles, residencias, comercios",,,,,,,Web,historico_2023,2023,7,3,27,5,0,Jul
URY-2023-0686,2023-07-09,2023-07-09,,San José,,,,-34.3504,-56.829,CAT_03,Contaminación del aire,"Emisiones de chimenea hoteles, residencias, comercios","Emisiones de chimenea hoteles, residencias, comercios",,,,,,,Web,historico_2023,2023,7,3,27,6,0,Jul
URY-2023-0687,2023-07-09,2023-07-09,,Canelones,,,,-34.5082,-56.3451,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,7,3,27,6,0,Jul
URY-2023-0688,2023-07-10,2023-07-10,,Montevideo,,,,-34.7364,-56.1842,CAT_03,Contaminación del aire,"Emisiones de chimenea hoteles, residencias, comercios","Emisiones de chimenea hoteles, residencias, comercios",,,,,,,Web,historico_2023,2023,7,3,28,0,0,Jul
URY-2023-0689,2023-07-11,2023-07-11,,Canelones,,,,-34.4156,-56.2495,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,7,3,28,1,0,Jul
URY-2023-0690,2023-07-11,2023-07-11,,Montevideo,,,,-35.1103,-56.1736,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,28,1,0,Jul
URY-2023-0681,2023-07-11,2023-07-11,,Canelones,,,,-34.417,-56.1891,CAT_02,Costa y faja costera,"Extracción de minerales en canteras, faja defensa de costas, área fiscal","Extracción de minerales en canteras, faja defensa de costas, área fiscal",,,,,,,Correo electrónico,historico_2023,2023,7,3,28,1,0,Jul
URY-2023-0691,2023-07-13,2023-07-13,,Rocha,,,,-34.6653,-54.3562,CAT_09,Otro problema ambiental,Actividades en Áreas protegidas no autorizadas,Actividades en Áreas protegidas no autorizadas,,,,,,,Web,historico_2023,2023,7,3,28,3,0,Jul
URY-2023-0692,2023-07-13,2023-07-13,,Canelones,,,,-34.6318,-56.2227,CAT_05,Residuos y basura,"Residuos industriales, especiales y otros","Residuos industriales, especiales y otros",,,,,,,Web,historico_2023,2023,7,3,28,3,0,Jul
URY-2023-0693,2023-07-13,2023-07-13,,Canelones,,,,-34.7214,-56.2778,CAT_04,Contaminación del agua,"Vertidos de efluentes de locales comerciales, residencias","Vertidos de efluentes de locales comerciales, residencias",,,,,,,Web,historico_2023,2023,7,3,28,3,0,Jul
URY-2023-0699,2023-07-14,2023-07-14,,Montevideo,,,,-35.1836,-56.2474,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,7,3,28,4,0,Jul
URY-2023-0698,2023-07-14,2023-07-14,,Rocha,,,,-34.0593,-54.381,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,7,3,28,4,0,Jul
URY-2023-0697,2023-07-14,2023-07-14,,Maldonado,,,,-35.1322,-55.0967,CAT_04,Contaminación del agua,"Vertidos de efluentes de locales comerciales, residencias","Vertidos de efluentes de locales comerciales, residencias",,,,,,,Web,historico_2023,2023,7,3,28,4,0,Jul
URY-2023-0694,2023-07-14,2023-07-14,,Canelones,,,,-34.4341,-56.1439,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Correo electrónico,historico_2023,2023,7,3,28,4,0,Jul
URY-2023-0696,2023-07-14,2023-07-14,,Maldonado,,,,-34.8824,-54.7279,CAT_09,Otro problema ambiental,Otras actividades irregulares en faja de defensa de costas,Otras actividades irregulares en faja de defensa de costas,,,,,,,Web,historico_2023,2023,7,3,28,4,0,Jul
URY-2023-0695,2023-07-14,2023-07-14,,Maldonado,,,,-35.0246,-54.9573,CAT_04,Contaminación del agua,Vertidos de efluentes industriales,Vertidos de efluentes industriales,,,,,,,Web,historico_2023,2023,7,3,28,4,0,Jul
URY-2023-0700,2023-07-15,2023-07-15,,Canelones,,,,-34.9353,-56.2439,CAT_05,Residuos y basura,"Residuos industriales, especiales y otros","Residuos industriales, especiales y otros",,,,,,,Web,historico_2023,2023,7,3,28,5,0,Jul
URY-2023-0701,2023-07-15,2023-07-15,,Salto,,,,-31.2685,-58.1067,CAT_03,Contaminación del aire,"Emisiones de chimenea hoteles, residencias, comercios","Emisiones de chimenea hoteles, residencias, comercios",,,,,,,Web,historico_2023,2023,7,3,28,5,0,Jul
URY-2023-0702,2023-07-15,2023-07-15,,Maldonado,,,,-34.9806,-54.8215,CAT_01,Fauna silvestre,Tala de Monte Nativo y/o otras especies autóctonas,Tala de Monte Nativo y/o otras especies autóctonas,,,,,,,Web,historico_2023,2023,7,3,28,5,0,Jul
URY-2023-0703,2023-07-16,2023-07-16,,Canelones,,,,-34.7825,-56.4782,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,28,6,0,Jul
URY-2023-0704,2023-07-17,2023-07-17,,Maldonado,,,,-34.9442,-55.0729,CAT_04,Contaminación del agua,"Vertidos de efluentes de locales comerciales, residencias","Vertidos de efluentes de locales comerciales, residencias",,,,,,,Web,historico_2023,2023,7,3,29,0,0,Jul
URY-2023-0705,2023-07-17,2023-07-17,,Maldonado,,,,-34.9541,-55.1496,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,7,3,29,0,0,Jul
URY-2023-0706,2023-07-17,2023-07-17,,Canelones,,,,-34.4879,-56.3024,CAT_05,Residuos y basura,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,,,,,,,Web,historico_2023,2023,7,3,29,0,0,Jul
URY-2023-0707,2023-07-18,2023-07-18,,Maldonado,,,,-34.8276,-54.9299,CAT_01,Fauna silvestre,Tala de Monte Nativo y/o otras especies autóctonas,Tala de Monte Nativo y/o otras especies autóctonas,,,,,,,Web,historico_2023,2023,7,3,29,1,0,Jul
URY-2023-0708,2023-07-18,2023-07-18,,Montevideo,,,,-34.869,-56.3769,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,29,1,0,Jul
URY-2023-0709,2023-07-19,2023-07-19,,Montevideo,,,,-34.8261,-56.2096,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,7,3,29,2,0,Jul
URY-2023-0711,2023-07-19,2023-07-19,,Montevideo,,,,-35.0079,-55.9573,CAT_04,Contaminación del agua,"Vertidos de efluentes de locales comerciales, residencias","Vertidos de efluentes de locales comerciales, residencias",,,,,,,Web,historico_2023,2023,7,3,29,2,0,Jul
URY-2023-0710,2023-07-19,2023-07-19,,Canelones,,,,-34.545,-56.1228,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,7,3,29,2,0,Jul
URY-2023-0712,2023-07-20,2023-07-20,,Rocha,,,,-34.2633,-54.2271,CAT_09,Otro problema ambiental,Otras actividades irregulares en faja de defensa de costas,Otras actividades irregulares en faja de defensa de costas,,,,,,,Correo electrónico,historico_2023,2023,7,3,29,3,0,Jul
URY-2023-0733,2023-07-20,2023-07-20,,Rocha,,,,-34.2963,-54.2447,CAT_09,Otro problema ambiental,Otras actividades irregulares en faja de defensa de costas,Otras actividades irregulares en faja de defensa de costas,,,,,,,Correo electrónico,historico_2023,2023,7,3,29,3,0,Jul
URY-2023-0713,2023-07-21,2023-07-21,,Durazno,,,,-33.5271,-56.8479,CAT_04,Contaminación del agua,Extracción de minerales en alvéo de curso de agua,Extracción de minerales en alvéo de curso de agua,,,,,,,Correo electrónico,historico_2023,2023,7,3,29,4,0,Jul
URY-2023-0714,2023-07-22,2023-07-22,,Colonia,,,,-34.2982,-57.8233,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,7,3,29,5,0,Jul
URY-2023-0715,2023-07-22,2023-07-22,,Cerro Largo,,,,-32.4818,-54.004,CAT_05,Residuos y basura,Residuos asimilables a urbanos,Residuos asimilables a urbanos,,,,,,,Web,historico_2023,2023,7,3,29,5,0,Jul
URY-2023-0716,2023-07-22,2023-07-22,,Montevideo,,,,-35.0292,-56.2236,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,7,3,29,5,0,Jul
URY-2023-0718,2023-07-24,2023-07-24,,San José,,,,-34.3564,-56.5466,CAT_06,Flora y vegetación,Afectación de humedales y/o áreas de interés ecosistémico,Afectación de humedales y/o áreas de interés ecosistémico,,,,,,,Web,historico_2023,2023,7,3,30,0,0,Jul
URY-2023-0717,2023-07-24,2023-07-24,,Canelones,,,,-34.4413,-56.447,CAT_04,Contaminación del agua,Vertidos de efluentes industriales,Vertidos de efluentes industriales,,,,,,,Correo electrónico,historico_2023,2023,7,3,30,0,0,Jul
URY-2023-0719,2023-07-24,2023-07-24,,Montevideo,,,,-34.8683,-55.9729,CAT_07,Contaminación sonora,Ruidos de comercios y residencias. Otros ruidos,Ruidos de comercios y residencias. Otros ruidos,,,,,,,Web,historico_2023,2023,7,3,30,0,0,Jul
URY-2023-0722,2023-07-25,2023-07-25,,Maldonado,,,,-34.7955,-55.1925,CAT_09,Otro problema ambiental,Otras actividades irregulares en faja de defensa de costas,Otras actividades irregulares en faja de defensa de costas,,,,,,,Web,historico_2023,2023,7,3,30,1,0,Jul
URY-2023-0723,2023-07-25,2023-07-25,,Canelones,,,,-34.569,-56.2292,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,Web,historico_2023,2023,7,3,30,1,0,Jul
URY-2023-0720,2023-07-25,2023-07-25,,San José,,,,-34.17,-56.7088,CAT_01,Fauna silvestre,"Caza, tenencia y venta ilegal de fauna","Caza, tenencia y venta ilegal de fauna",,,,,,,Web,historico_2023,2023,7,3,30,1,0,Jul
